CITY 1,CITY 2,PASSENGERS TO CITY 2,PASSENGERS FROM CITY 2,FREIGHT TO CITY 2,FREIGHT FROM CITY 2
COLOMBO,DELHI,984.0,1693.0,187.2813,203.8357
COLOMBO,HYDERABAD,67.0,678.0,1.995,9.811
COLOMBO,KOCHI,170.0,3363.0,0.0,21.883
COLOMBO,MUMBAI,2183.0,465.0,706.746,493.735
COLOMBO,TIRUCHIRAPALLY,189.0,531.0,0.0,7.909
COLOMBO,TRIVANDRUM,0.0,649.0,0.035,4.94
COLOMBO,MADURAI,64.0,263.0,0.0,4.524
COLOMBO,MANGALORE,15.0,0.0,0.0,0.0
DAMMAM,BENGALURU,0.0,148.0,0.0,3.153
DAMMAM,CHENNAI,10.0,0.0,0.0,0.0
DAMMAM,DELHI,2044.0,901.0,0.36,23.8197
DAMMAM,HYDERABAD,1274.0,511.0,0.12,0.0
DAMMAM,KOCHI,2023.0,478.0,0.0,27.308
DAMMAM,KOZHIKODE,2271.0,468.0,1.188,127.03
DAMMAM,LUCKNOW,6028.0,0.0,0.6,0.0
DAMMAM,MUMBAI,665.0,278.0,0.0,47.7219
DAMMAM,TIRUCHIRAPALLY,226.0,0.0,0.0,0.0
DAMMAM,TRIVANDRUM,2879.0,378.0,0.24,97.229
DAMMAM,MANGALORE,1645.0,0.0,0.0,5.288
DHAKA,DELHI,81.0,73.0,619.6727099999999,813.2191299999998
DHAKA,KOLKATA,4129.0,4774.0,340.017,1481.1442999999997
DHAKA,MUMBAI,0.0,0.0,134.53470000000002,323.61318000000006
DOHA,AHMEDABAD,6647.0,6268.0,1391.7618200000002,2157.33367
DOHA,AMRITSAR,4684.0,3509.0,1.171,31.153
DOHA,BENGALURU,15690.0,18873.0,2509.92961,4582.77502
DOHA,CHENNAI,25425.0,26989.0,4545.2213,6286.50959
DOHA,DELHI,65258.0,87880.0,4486.0869299999995,6795.32853
DOHA,HYDERABAD,32661.0,38005.0,1626.40449,3126.0019199999997
DOHA,JAIPUR,835.0,0.0,0.14,0.0
DOHA,KOCHI,41779.0,52105.0,433.15641999999997,1644.156
DOHA,KOLKATA,3461.0,2974.0,649.74986,1125.20161
DOHA,KOZHIKODE,20457.0,27856.0,572.924,897.761
DOHA,LUCKNOW,1310.0,1294.0,0.0,4.212
DOHA,MUMBAI,37068.0,68801.0,6986.03291,5426.126050000001
DOHA,TIRUCHIRAPALLY,2713.0,3796.0,82.578,132.247
DOHA,TRIVANDRUM,12164.0,13153.0,1.419,275.105
DOHA,KANNUR,10649.0,16312.0,35.027,0.015
DOHA,MANGALORE,2285.0,2738.0,150.331,116.171
DUBAI,AHMEDABAD,15536.0,20956.0,534.8949,1334.182335
DUBAI,AMRITSAR,10252.0,9242.0,5.177,34.9861
DUBAI,BENGALURU,21506.0,20999.0,2311.418666,6346.073653999999
DUBAI,CHENNAI,43703.0,35773.0,2612.9589920000003,5366.264329
DUBAI,DELHI,79461.0,80321.0,3421.8762349999997,10834.73407
DUBAI,HYDERABAD,42152.0,39679.0,699.134719,3587.483302
DUBAI,JAIPUR,5453.0,439.0,1.039,1.134
DUBAI,KOCHI,43457.0,47828.0,664.06644,3644.5177089999997
DUBAI,KOLKATA,11756.0,9504.0,618.9156999999999,1277.616622
DUBAI,KOZHIKODE,30000.0,40704.0,221.66279999999998,820.763
DUBAI,LUCKNOW,15015.0,18071.0,0.41,180.9479
DUBAI,MUMBAI,49733.0,55943.0,4912.671189999999,15314.302327000001
DUBAI,TIRUCHIRAPALLY,10673.0,7688.0,1.525,176.908
DUBAI,TRIVANDRUM,22156.0,23316.0,77.328,1757.2065
DUBAI,KANNUR,6582.0,5370.0,0.312,0.0
DUBAI,VIJAYAWADA,2183.0,0.0,0.0,0.0
DUBAI,MANGALORE,12164.0,7854.0,0.782,134.896
DUBAI,INDORE,549.0,578.0,0.0,0.0
DUSHANBE,DELHI,169.0,0.0,0.0,0.0
DUSSELDORF,DELHI,0.0,0.0,49.7745,577.2095299999997
DUSSELDORF,MUMBAI,0.0,0.0,147.4194,0.0
FRANKFURT,BENGALURU,7390.0,12082.0,2438.8361,1976.1295
FRANKFURT,CHENNAI,0.0,0.0,866.367,106.565
FRANKFURT,DELHI,22646.0,36370.0,1841.3218900000002,2807.5033000000003
FRANKFURT,MUMBAI,6531.0,15122.0,4409.75812,1139.2708900000002
GLASGOW,MUMBAI,0.0,119.0,0.0,0.0
GUANGZHOU,DELHI,0.0,0.0,1960.827,1051.297
GUANGZHOU,MUMBAI,0.0,0.0,0.0,387.789
HAMBURG,DELHI,0.0,0.0,0.0,33.95024
HANOI,BENGALURU,0.0,0.0,0.0,1.586
HANOI,DELHI,0.0,81.0,3115.727349999999,84.228
HANOI,KOLKATA,0.0,0.0,0.0,2.204
HO CHI MINH CITY,CHENNAI,0.0,0.0,208.807,5.0
HO CHI MINH CITY,KOLKATA,0.0,0.0,0.0,2.0
HONG KONG,BENGALURU,0.0,0.0,2806.364,2088.24
HONG KONG,CHENNAI,0.0,0.0,6400.1671,3539.6381
HONG KONG,DELHI,603.0,408.0,15889.107,3855.8998
HONG KONG,HYDERABAD,0.0,0.0,297.968,362.542
HONG KONG,KOLKATA,0.0,0.0,1391.3281000000002,1137.7662
HONG KONG,MUMBAI,0.0,0.0,3868.46704,2834.4982400000004
IKEJA,DELHI,0.0,320.0,0.011,0.0
IKEJA,MUMBAI,0.0,0.0,6.597,534.6279900000001
ISTANBUL,AHMEDABAD,0.0,0.0,114.652,1173.292
ISTANBUL,AMRITSAR,0.0,887.0,0.0,0.0
ISTANBUL,BENGALURU,0.0,0.0,805.709,1157.333
ISTANBUL,CHENNAI,0.0,0.0,1503.137,1676.656
ISTANBUL,DELHI,0.0,851.0,1880.309,2631.083
ISTANBUL,HYDERABAD,0.0,0.0,570.765,2469.729
ISTANBUL,MUMBAI,0.0,168.0,3943.3505,4037.818
JEDDAH,DELHI,363.0,0.0,0.0,0.0
JEDDAH,HYDERABAD,1216.0,0.0,0.048,0.0
JEDDAH,KOCHI,0.0,1037.0,0.0,29.554
JEDDAH,KOZHIKODE,8366.0,0.0,3.562,50.77
JEDDAH,LUCKNOW,465.0,0.0,0.2,0.0
JEDDAH,MUMBAI,1129.0,2473.0,0.056,45.7785
JOHANNESBERG,MUMBAI,0.0,0.0,0.0,36.462
KABUL,DELHI,7941.0,5129.0,361.57640000000004,920.573
KATHMANDU,DELHI,12545.0,11493.0,36.353,266.093
KATHMANDU,KOLKATA,0.0,0.0,0.0,7.0
KHIMKI,DELHI,3877.0,5980.0,44.7251,197.3836
KIGALI,MUMBAI,289.0,442.0,0.0,0.0
KUALALUMPUR,BENGALURU,386.0,0.0,860.76,802.113
KUALALUMPUR,CHENNAI,984.0,127.0,1373.963,477.131
KUALALUMPUR,DELHI,4138.0,0.0,1131.554,990.3682
KUALALUMPUR,HYDERABAD,536.0,23.0,0.0,6.509
KUALALUMPUR,KOCHI,585.0,27.0,0.0,1.624
KUALALUMPUR,MUMBAI,0.0,0.0,1779.533,1420.633
KUALALUMPUR,TIRUCHIRAPALLY,7729.0,300.0,3.015,168.53
KUALALUMPUR,VIJAYAWADA,430.0,0.0,0.0,0.0
KUNMING,DELHI,0.0,0.0,629.57,0.0
KUNMING,KOLKATA,0.0,0.0,480.319,493.684
KUTAISI,AMRITSAR,480.0,1043.0,0.0,0.0
KUTAISI,DELHI,2.0,429.0,0.0,0.0
KUWAIT,AHMEDABAD,3116.0,2161.0,0.2,8.581
KUWAIT,BENGALURU,1543.0,236.0,0.0,431.194
KUWAIT,CHENNAI,12170.0,3632.0,7.805,1159.039
KUWAIT,DELHI,10473.0,2653.0,11.316,741.0032
KUWAIT,HYDERABAD,5153.0,1355.0,6.988,272.717
KUWAIT,KOCHI,10770.0,7032.0,2.715,710.66
KUWAIT,KOZHIKODE,2790.0,1103.0,38.29,187.39
KUWAIT,LUCKNOW,2715.0,355.0,1.828,8.546
KUWAIT,MUMBAI,5165.0,2516.0,2.631,898.569
KUWAIT,TIRUCHIRAPALLY,2512.0,254.0,3.0,88.716
KUWAIT,TRIVANDRUM,2148.0,755.0,0.196,152.917
KUWAIT,KANNUR,1113.0,84.0,0.1,0.0
KUWAIT,VIJAYAWADA,3255.0,0.0,2.8,0.0
KUWAIT,MANGALORE,660.0,0.0,0.468,0.0
LEIPZIG,BENGALURU,0.0,0.0,0.0,7682.857
LEIPZIG,DELHI,0.0,0.0,3652.458,7340.804
LISBON,DELHI,0.0,0.0,0.0,72.33198999999999
LONDON,AHMEDABAD,2211.0,2780.0,36.6082,67.2651
LONDON,AMRITSAR,1340.0,1536.0,0.085,63.412
LONDON,BENGALURU,8878.0,13344.0,709.8041,1583.7038
LONDON,CHENNAI,1866.0,3708.0,199.90460000000002,224.4421
LONDON,DELHI,25688.0,47970.0,2752.78577,4066.4622999999997
LONDON,GOA,1860.0,1757.0,1.522,83.636
LONDON,HYDERABAD,6324.0,7794.0,231.8976,595.4552
LONDON,KOCHI,2465.0,4040.0,3.1105,0.0
LONDON,KOLKATA,489.0,1176.0,11.5977,54.357
LONDON,MUMBAI,17181.0,33270.0,2641.8506,3607.7526000000003
MAASTRICHT,DELHI,0.0,0.0,0.0,31.386290000000006
MALE,AHMEDABAD,0.0,726.0,0.0,0.0
MALE,AMRITSAR,0.0,1041.0,0.0,0.0
MALE,BENGALURU,12502.0,25354.0,0.101,318.49568
MALE,CHENNAI,1227.0,2157.0,0.0,10.975
MALE,DELHI,11151.0,23381.0,0.646,26.17953
MALE,HYDERABAD,2021.0,3420.0,0.0,3.451
MALE,KOCHI,6642.0,22778.0,2.956,259.11
MALE,KOLKATA,141.0,145.0,0.0,0.0
MALE,KOZHIKODE,0.0,847.0,0.0,0.0
MALE,MUMBAI,18077.0,38498.0,1.336,56.65264
MALE,TRIVANDRUM,2677.0,4625.0,0.533,362.403
MALTA,BENGALURU,0.0,0.0,0.0,35.451
MALTA,DELHI,0.0,0.0,0.0,35.19
MATTALA,CHENNAI,255.0,210.0,0.0,0.0
MIAMI,MUMBAI,0.0,295.0,0.0,0.0
MOSCOW,DELHI,6833.0,8503.0,47.186,455.338
MUSCAT,AHMEDABAD,1750.0,1016.0,0.102,1.033
MUSCAT,BENGALURU,1702.0,877.0,4.06,40.158
MUSCAT,CHENNAI,6334.0,3690.0,37.857,162.341
MUSCAT,DELHI,10793.0,9576.0,106.705,289.4068
MUSCAT,HYDERABAD,6571.0,4290.0,6.5115,175.314
MUSCAT,KOCHI,10813.0,7906.0,250.392,637.647
MUSCAT,KOZHIKODE,2586.0,1822.0,0.074,3.35
MUSCAT,LUCKNOW,1120.0,679.0,0.0,21.897
MUSCAT,MUMBAI,7216.0,8073.0,447.61692999999997,1062.3011000000001
MUSCAT,TIRUCHIRAPALLY,1604.0,745.0,0.108,16.836
MUSCAT,TRIVANDRUM,7209.0,3756.0,4.377,197.062
MUSCAT,KANNUR,4202.0,2417.0,0.0,0.0
MUSCAT,VIJAYAWADA,1200.0,211.0,0.0,0.0
MUSCAT,MANGALORE,1612.0,1439.0,0.002,4.413
NAIROBI,AHMEDABAD,109.0,313.0,0.075,2.3196
NAIROBI,DELHI,42.0,167.0,0.0,0.755
NAIROBI,MUMBAI,1465.0,1988.0,1.758,26.2727
NARITA,DELHI,1089.0,788.0,95.896,47.5557
NEW YORK,DELHI,7833.0,10999.0,308.1171,177.8185
NEWARK,DELHI,29338.0,35718.0,682.0071399999999,1381.0176099999999
NEWARK,MUMBAI,18758.0,22839.0,172.545,587.147
OSH,DELHI,0.0,252.0,0.0,0.0
OSH,MUMBAI,0.0,140.0,0.0,0.0
OSTEND,DELHI,0.0,0.0,5.295369999999999,31.047000000000004
OSTEND,MUMBAI,0.0,0.0,13.6561,74.072
PARIS,BENGALURU,4630.0,9858.0,632.671,873.995
PARIS,DELHI,12990.0,23378.0,1401.5752000000002,2115.2579
PARIS,MUMBAI,3132.0,7938.0,586.183,1549.263
PARO,DELHI,991.0,1109.0,0.472,14.443
PARO,KOLKATA,420.0,282.0,0.0,8.429200000000002
PHUKET,MUMBAI,0.0,0.0,0.41,0.0
PITTSBURGH,DELHI,0.0,0.0,1.062,0.0
PORT LOUIS,CHENNAI,0.0,4.0,0.0,0.0
PORT LOUIS,MUMBAI,400.0,1220.0,4.243,869.027
PORT LOUIS,TRIVANDRUM,9.0,0.0,0.0,0.0
RANGOON,DELHI,228.0,105.0,315.77074,314.24036
RANGOON,HYDERABAD,0.0,0.0,0.0,296.514
RANGOON,KOLKATA,79.0,0.0,175.0,879.12301
RAS AL-KHAIMAH,DELHI,1.0,5236.0,0.0,0.0
RAS AL-KHAIMAH,KOCHI,0.0,987.0,0.0,0.0
RAS AL-KHAIMAH,KOZHIKODE,1700.0,804.0,0.0,96.085
RAS AL-KHAIMAH,LUCKNOW,0.0,338.0,0.0,0.0
RAS AL-KHAIMAH,MUMBAI,0.0,462.0,0.0,792.0
RIYADH,BENGALURU,0.0,4.0,0.0,14.269
RIYADH,DELHI,9978.0,779.0,2.054,99.63
RIYADH,HYDERABAD,3049.0,356.0,0.0,10.273
RIYADH,KOCHI,4151.0,10762.0,0.625,126.922
RIYADH,KOZHIKODE,5330.0,335.0,0.125,73.45
RIYADH,LUCKNOW,11353.0,0.0,0.5,0.0
RIYADH,MUMBAI,2104.0,474.0,0.75,37.3151
RIYADH,TRIVANDRUM,2636.0,210.0,0.625,59.485
RIYADH,KANNUR,955.0,0.0,0.0,0.0
ROME,AMRITSAR,403.0,399.0,0.13,0.0
ROME,DELHI,230.0,317.0,42.1745,27.184
SALALAH,KOCHI,577.0,882.0,0.188,0.0
SALALAH,KOZHIKODE,593.0,722.0,0.227,0.0
SALALAH,TRIVANDRUM,603.0,0.0,0.0,0.0
SALALAH,KANNUR,544.0,0.0,0.0,0.0
SAN FRANCISCO,BENGALURU,1110.0,0.0,10.5604,0.0
SAN FRANCISCO,DELHI,27125.0,30653.0,433.69212000000005,1477.88856
SEOUL,CHENNAI,934.0,471.0,90.261,0.0
SEOUL,DELHI,500.0,185.0,829.4359400000001,467.64419999999996
SEOUL,KOLKATA,0.0,0.0,49.715,34.86641
SEYCHELLES,CHENNAI,160.0,583.0,0.0,0.0
SEYCHELLES,MUMBAI,505.0,2239.0,0.0,0.0
SHARJAH,AHMEDABAD,3271.0,4456.0,1.617,298.501
SHARJAH,AMRITSAR,2100.0,6329.0,0.0,28.25
SHARJAH,BENGALURU,2811.0,4413.0,1.946,113.297
SHARJAH,CHENNAI,9266.0,13876.0,5.825,369.109
SHARJAH,COIMBATORE,4563.0,3788.0,1.817,142.712
SHARJAH,DELHI,15242.0,58434.0,72.211,1067.75625
SHARJAH,GOA,3828.0,2216.0,0.007,4.534
SHARJAH,HYDERABAD,9254.0,14493.0,3.655,340.915
SHARJAH,JAIPUR,2154.0,138.0,0.0,0.0
SHARJAH,KOCHI,29186.0,47156.0,346.553,1094.611
SHARJAH,KOZHIKODE,26054.0,37111.0,230.086,1293.548
SHARJAH,LUCKNOW,5252.0,7730.0,0.1,108.608
SHARJAH,MUMBAI,5982.0,20651.0,19.139,286.809
SHARJAH,TIRUCHIRAPALLY,8578.0,6798.0,0.665,154.191
SHARJAH,TRIVANDRUM,22445.0,27522.0,2.41,944.561
SHARJAH,KANNUR,20877.0,22292.0,0.2,0.012
SHARJAH,MANGALORE,1404.0,3042.0,0.0,21.366
SHARJAH,VARANASI,5271.0,0.0,0.2,0.0
SHARJAH,SURAT,188.0,0.0,0.0,0.0
SHARJAH,CHANDIGARH,223.0,433.0,0.0,0.0
SHARJAH,NASIK,0.0,0.0,0.0,74.104
SINGAPORE,BENGALURU,1023.0,235.0,478.36701000000005,974.7548
SINGAPORE,CHENNAI,4952.0,1918.0,122.8814,524.1864
SINGAPORE,DELHI,2332.0,403.0,181.25759999999997,199.147
SINGAPORE,HYDERABAD,400.0,103.0,0.0,2.275
SINGAPORE,KOCHI,435.0,163.0,0.0,4.514
SINGAPORE,MUMBAI,779.0,236.0,51.77902,61.569
SINGAPORE,TIRUCHIRAPALLY,7964.0,1067.0,0.536,262.405
SINGAPORE,VIJAYAWADA,325.0,0.0,0.0,0.0
SOFIA,DELHI,0.0,0.0,0.0,179.22307
TASHKENT,DELHI,2741.0,4827.0,60.23,269.44685
TBILISI,BENGALURU,0.0,0.0,0.0,34.444
TEHRAN,DELHI,621.0,677.0,13.183,112.124
TEHRAN,MUMBAI,118.0,333.0,16.324,83.441
TELAVIV,DELHI,738.0,1254.0,78.3009,109.7395
TELAVIV,MUMBAI,0.0,0.0,74.333,616.736
TOKYO,DELHI,3241.0,3587.0,809.539,1187.654
TORONTO,DELHI,1391.0,2529.0,23.652,41.212
Vancouver,DELHI,893.0,1580.0,1.956,26.338
VIENTIANE,DELHI,177.0,0.0,0.0,0.0
WARSAW,DELHI,0.0,0.0,487.037,1211.18
"WASHINGTON, DC",DELHI,3672.0,3939.0,43.4898,66.2652
WUHAN,DELHI,0.0,0.0,47.86404,0.0
WUHAN,KOLKATA,0.0,0.0,616.419,10.694
WUHAN,MUMBAI,0.0,0.0,37.458,0.0
YEREVAN,AMRITSAR,77.0,7491.0,0.0,0.0
YEREVAN,BENGALURU,0.0,150.0,0.0,0.0
YEREVAN,DELHI,0.0,6592.0,0.0,0.0
YEREVAN,KOCHI,0.0,649.0,0.0,0.0
YEREVAN,MUMBAI,0.0,1429.0,0.0,0.0
ZURICH,MUMBAI,0.0,0.0,843.992,1318.087
