CITY 1,CITY 2,PASSENGERS TO CITY 2,PASSENGERS FROM CITY 2,FREIGHT TO CITY 2,FREIGHT FROM CITY 2
HONG KONG,BENGALURU,0.0,96.0,2218.637,1551.293
HONG KONG,CHENNAI,0.0,0.0,4990.9783,2655.98301
HONG KONG,DELHI,1408.0,781.0,14858.711,4181.2233
HONG KONG,HYDERABAD,0.0,133.0,151.8065,379.3911
HONG KONG,KOLKATA,0.0,0.0,731.168,899.61095
HONG KONG,MUMBAI,0.0,381.0,2940.3911000000003,2575.5749
IKEJA,DELHI,323.0,322.0,0.011,16.704169999999998
IKEJA,MUMBAI,0.0,0.0,0.0,204.27336
ISTANBUL,AHMEDABAD,0.0,0.0,195.4229,438.42783
ISTANBUL,AMRITSAR,2483.0,2867.0,0.0,0.0
ISTANBUL,BENGALURU,0.0,0.0,1109.847,757.552
ISTANBUL,CHENNAI,0.0,0.0,1452.184,1292.634
ISTANBUL,DELHI,0.0,0.0,1248.386,1511.006
ISTANBUL,HYDERABAD,0.0,0.0,297.6348,1605.7833
ISTANBUL,MUMBAI,0.0,0.0,4941.344,3974.6204270000003
JEDDAH,AHMEDABAD,0.0,1.0,0.0,0.0
JEDDAH,DELHI,4308.0,0.0,0.0,0.0
JEDDAH,HYDERABAD,1456.0,0.0,0.0,0.0
JEDDAH,KOCHI,690.0,0.0,0.0,0.0
JEDDAH,KOZHIKODE,11294.0,0.0,0.0,0.0
JEDDAH,LUCKNOW,6569.0,0.0,0.0,0.0
JEDDAH,MUMBAI,9549.0,386.0,10.0,97.45089999999999
JEDDAH,TRIVANDRUM,302.0,0.0,0.0,0.0
JOHANNESBERG,MUMBAI,0.0,0.0,31.344,144.10623
KABUL,DELHI,13671.0,11977.0,312.86101,1351.0581000000002
KANDAHAR,DELHI,0.0,0.0,0.0,103.464
KATHMANDU,DELHI,11321.0,11738.0,4.1861999999999995,52.9365
KATHMANDU,KOLKATA,0.0,0.0,0.0,36.0
KHARTOUM,MUMBAI,0.0,0.0,0.0,163.43460000000002
KHIMKI,DELHI,547.0,720.0,0.0,3.01
KIGALI,MUMBAI,807.0,1061.0,0.0,0.0
KUALALUMPUR,BENGALURU,913.0,14.0,446.073,203.236
KUALALUMPUR,CHENNAI,2154.0,746.0,1185.7913,560.5305999999999
KUALALUMPUR,DELHI,6516.0,886.0,763.5436000000001,990.37259
KUALALUMPUR,HYDERABAD,602.0,278.0,0.0,6.4808699999999995
KUALALUMPUR,KOCHI,972.0,297.0,0.0,5.048
KUALALUMPUR,KOLKATA,0.0,65.0,0.0,0.0
KUALALUMPUR,MUMBAI,292.0,26.0,1351.5429,1033.612
KUALALUMPUR,TIRUCHIRAPALLY,9404.0,1000.0,0.0,160.277
KUALALUMPUR,VIJAYAWADA,460.0,0.0,0.0,0.0
KUNMING,KOLKATA,0.0,0.0,40.979,27.969
KUTAISI,AMRITSAR,5979.0,5716.0,0.0,0.0
KUTAISI,DELHI,109.0,0.0,0.0,0.0
KUTAISI,JAIPUR,71.0,0.0,0.0,0.0
KUWAIT,AHMEDABAD,3286.0,10.0,1.975,39.54214999999999
KUWAIT,BENGALURU,1032.0,45.0,7.822,173.127
KUWAIT,CHENNAI,2383.0,122.0,17.23,357.918
KUWAIT,DELHI,3481.0,986.0,13.164,169.20629
KUWAIT,GOA,800.0,0.0,0.5,0.0
KUWAIT,HYDERABAD,2806.0,1633.0,18.935,186.52035999999998
KUWAIT,KOCHI,3332.0,831.0,4.837,367.3436
KUWAIT,KOZHIKODE,3616.0,337.0,19.616,214.02
KUWAIT,LUCKNOW,4894.0,2.0,17.592,12.21998
KUWAIT,MUMBAI,1042.0,349.0,2.804,464.342
KUWAIT,TIRUCHIRAPALLY,1946.0,2.0,2.65,83.624
KUWAIT,TRIVANDRUM,478.0,22.0,0.0,34.95
KUWAIT,KANNUR,1514.0,30.0,2.735,0.078
KUWAIT,VIJAYAWADA,8534.0,0.0,7.724,0.0
KUWAIT,MANGALORE,619.0,48.0,0.366,25.777
LEIPZIG,BENGALURU,0.0,0.0,0.0,7295.215
LEIPZIG,DELHI,0.0,0.0,3776.937,7257.633
LIEGE,DELHI,0.0,0.0,80.88289,0.0
LONDON,BENGALURU,11150.0,11776.0,396.4653,686.641
LONDON,DELHI,25183.0,33630.0,1556.6415,2086.5008
LONDON,GOA,0.0,210.0,0.0,11.918299999999999
LONDON,HYDERABAD,6910.0,7118.0,353.07,470.91
LONDON,MUMBAI,21056.0,25328.0,1884.0664,2276.0352000000003
LUXEMBOURG,DELHI,0.0,0.0,158.848,389.414
LUXEMBOURG,MUMBAI,0.0,0.0,180.6506,303.113
MAASTRICHT,DELHI,0.0,0.0,25.7815,0.0
MADRID,KOLKATA,0.0,0.0,0.0,66.941
MALE,AHMEDABAD,101.0,96.0,0.0,0.0
MALE,BENGALURU,22734.0,21440.0,0.4925,369.075
MALE,CHENNAI,104.0,115.0,57.0,0.0
MALE,DELHI,18545.0,19686.0,0.219,29.0519
MALE,HYDERABAD,2830.0,3028.0,0.0,2.765
MALE,KOCHI,4988.0,6957.0,0.063,201.5484
MALE,KOLKATA,81.0,99.0,0.0,0.0
MALE,MUMBAI,23892.0,26883.0,0.071,89.29347
MALE,TRIVANDRUM,2334.0,3688.0,0.992,469.146
MALPENSA,DELHI,0.0,0.0,0.0,65.152
MALPENSA,MUMBAI,0.0,0.0,0.0,708.093
MANILA,DELHI,64.0,165.0,0.0,0.0
MATTALA,CHENNAI,127.0,83.0,0.0,0.0
MATTALA,MUMBAI,33.0,115.0,0.0,0.0
MAZAR-I-SHARIF,DELHI,6701.0,5697.0,0.0,180.013
Milan Bergamo ,DELHI,8.0,12.0,0.0,0.0
MOSCOW,AMRITSAR,0.0,0.0,0.0,12.24692
MOSCOW,DELHI,2715.0,3535.0,27.083,339.66967999999997
MOSCOW,MUMBAI,0.0,0.0,0.0,34.39917
MUSCAT,AHMEDABAD,2444.0,2286.0,0.218,4.3313999999999995
MUSCAT,BENGALURU,4256.0,4674.0,15.804,502.8584
MUSCAT,CHENNAI,7922.0,9253.0,47.322,80.781
MUSCAT,DELHI,16113.0,16657.0,77.095,183.3441
MUSCAT,HYDERABAD,9138.0,12333.0,6.6355,167.2456
MUSCAT,JAIPUR,822.0,0.0,0.217,0.0
MUSCAT,KOCHI,13155.0,15170.0,66.547,461.972
MUSCAT,KOZHIKODE,2484.0,2803.0,0.107,33.56
MUSCAT,LUCKNOW,3900.0,3711.0,0.664,15.813
MUSCAT,MUMBAI,9683.0,15003.0,169.2361,581.4765
MUSCAT,TIRUCHIRAPALLY,1920.0,2220.0,0.0,28.508
MUSCAT,TRIVANDRUM,7099.0,8342.0,1.707,125.001
MUSCAT,KANNUR,4287.0,4709.0,0.421,0.08
MUSCAT,VIJAYAWADA,2689.0,0.0,0.0,0.0
MUSCAT,MANGALORE,3695.0,4647.0,0.0,12.762
NAIROBI,AHMEDABAD,2392.0,2656.0,0.0,30.7027
NAIROBI,DELHI,661.0,828.0,0.0,11.0933
NAIROBI,MUMBAI,5231.0,6257.0,0.777,28.2307
NARITA,DELHI,2498.0,1912.0,99.78370000000001,26.548699999999997
NARITA,KOLKATA,0.0,0.0,0.9903,76.1501
NEW YORK,DELHI,10613.0,11460.0,318.8289,137.0162
NEWARK,DELHI,29220.0,39493.0,483.93124000000006,1008.9593199999999
NEWARK,MUMBAI,21018.0,18173.0,244.26520000000002,737.3518999999999
OSH,DELHI,0.0,618.0,0.0,0.0
PARIS,BENGALURU,4900.0,7928.0,605.933,872.082
PARIS,CHENNAI,121.0,0.0,0.0,0.0
PARIS,DELHI,14898.0,15847.0,1235.373,2035.2789000000002
PARIS,MUMBAI,3808.0,7704.0,753.8855,1783.429
PARO,KOLKATA,95.0,176.0,0.0,1.289
PORT LOUIS,MUMBAI,616.0,343.0,3.029,595.709
RANGOON,DELHI,1217.0,567.0,0.0,27.111069999999998
RANGOON,HYDERABAD,0.0,0.0,0.0,0.1515
RANGOON,KOLKATA,0.0,0.0,15.0,171.66103999999999
RANGOON,MUMBAI,0.0,0.0,0.0,19.29702
RAS AL-KHAIMAH,AHMEDABAD,168.0,0.0,0.0,0.0
RAS AL-KHAIMAH,AMRITSAR,6900.0,7537.0,0.0,1.105
RAS AL-KHAIMAH,CHENNAI,158.0,164.0,0.0,0.0
RAS AL-KHAIMAH,DELHI,2464.0,6789.0,0.0,0.0
RAS AL-KHAIMAH,HYDERABAD,158.0,161.0,0.0,16.8212
RAS AL-KHAIMAH,JAIPUR,4802.0,6064.0,0.0,5.354
RAS AL-KHAIMAH,KOCHI,4866.0,10404.0,0.0,6.049
RAS AL-KHAIMAH,KOZHIKODE,842.0,965.0,0.0,0.0
RAS AL-KHAIMAH,MUMBAI,0.0,1915.0,0.0,1631.66789
RIYADH,BENGALURU,0.0,0.0,0.0,0.613
RIYADH,DELHI,18725.0,19.0,8.694,115.4232
RIYADH,HYDERABAD,4040.0,4.0,0.375,40.573
RIYADH,KOCHI,4879.0,3386.0,0.48,92.068
RIYADH,KOZHIKODE,9371.0,9.0,0.375,76.345
RIYADH,LUCKNOW,19979.0,0.0,0.966,0.0
RIYADH,MUMBAI,2831.0,0.0,0.25,40.8685
RIYADH,TRIVANDRUM,5768.0,16.0,0.48,52.055
RIYADH,KANNUR,2226.0,0.0,0.0,0.041
RIYADH,MANGALORE,275.0,0.0,0.0,3.967
ROME,AMRITSAR,944.0,1359.0,0.265,0.0
ROME,DELHI,1388.0,1420.0,108.6459,27.227499999999996
SALALAH,KOCHI,782.0,2069.0,0.0,0.0
SALALAH,KOZHIKODE,1145.0,0.0,0.0,0.0
SALALAH,TRIVANDRUM,942.0,0.0,0.0,0.0
SALALAH,KANNUR,933.0,2192.0,0.0,0.01
SAN FRANCISCO,BENGALURU,5093.0,4746.0,53.25260000000001,191.943
SAN FRANCISCO,DELHI,26747.0,27705.0,358.42127999999997,1262.7507000000003
SEOUL,CHENNAI,291.0,88.0,0.0,0.0
SEOUL,DELHI,75.0,14.0,1415.2242,1501.2492999999997
SEOUL,KOLKATA,0.0,0.0,0.0,96.449
SEOUL,MUMBAI,0.0,0.0,0.0,0.176
SEYCHELLES,MUMBAI,66.0,59.0,0.0,0.0
SHANGHAI,DELHI,0.0,0.0,653.624,205.918
SHARJAH,AHMEDABAD,7807.0,5572.0,0.514,109.862
SHARJAH,AMRITSAR,10895.0,8386.0,1.017,8.984990000000002
SHARJAH,BENGALURU,1107.0,535.0,0.175,27.536
SHARJAH,CHENNAI,15541.0,16263.0,6.394,165.2095
SHARJAH,COIMBATORE,5928.0,5429.0,3.664,74.134
SHARJAH,DELHI,35511.0,50015.0,156.097,676.89899
SHARJAH,GOA,2957.0,2103.0,0.932,0.575
SHARJAH,HYDERABAD,18991.0,22303.0,4.903,369.45411
SHARJAH,JAIPUR,14421.0,12046.0,1.154,19.47
SHARJAH,KOCHI,51417.0,60711.0,196.702,759.283
SHARJAH,KOZHIKODE,41971.0,51390.0,141.391,602.253
SHARJAH,LUCKNOW,12044.0,11067.0,0.0,125.304
SHARJAH,MUMBAI,11212.0,21242.0,13.635,382.4755
SHARJAH,TIRUCHIRAPALLY,4402.0,3877.0,0.0,62.197
SHARJAH,TRIVANDRUM,36081.0,29983.0,2.85,569.81
SHARJAH,KANNUR,22038.0,25737.0,0.3,0.018
SHARJAH,MADURAI,186.0,0.0,0.0,0.0
SHARJAH,MANGALORE,1960.0,6254.0,0.0,0.045
SHARJAH,VARANASI,4603.0,2827.0,0.0,1.038
SHARJAH,SURAT,306.0,76.0,0.0,0.0
SHARJAH,CHANDIGARH,2159.0,998.0,0.0,0.0
SHARJAH,NAGPUR,146.0,93.0,0.0,2.641
SINGAPORE,BENGALURU,2015.0,963.0,599.8814999999998,1046.1381
SINGAPORE,CHENNAI,5224.0,4869.0,156.47930000000002,563.2885
SINGAPORE,DELHI,2910.0,2264.0,211.22680000000003,133.15330000000003
SINGAPORE,HYDERABAD,610.0,572.0,0.289,0.0
SINGAPORE,KOCHI,844.0,739.0,2.299,18.791
SINGAPORE,MUMBAI,1167.0,1125.0,97.03979999999999,42.71889999999999
SINGAPORE,TIRUCHIRAPALLY,12719.0,8989.0,2.803,389.372
SINGAPORE,VIJAYAWADA,702.0,0.0,0.0,0.0
SINGAPORE,MADURAI,1313.0,0.0,0.0,0.0
SYDNEY,DELHI,1703.0,286.0,73.32339999999999,16.9618
TAIPAE,DELHI,36.0,58.0,749.03,493.973
TAIPAE,MUMBAI,0.0,0.0,700.4635999999999,424.8142
TASHKENT,DELHI,2235.0,2303.0,9.619,49.79056
TBILISI,AMRITSAR,988.0,792.0,0.0,0.0
TBILISI,DELHI,174.0,342.0,0.0,0.0
TEHRAN,DELHI,1434.0,872.0,38.029,193.819
TEHRAN,MUMBAI,232.0,582.0,1.729,25.594
TELAVIV,BENGALURU,101.0,0.0,1.292,0.0
TELAVIV,DELHI,793.0,742.0,23.112,20.6731
TELAVIV,MUMBAI,0.0,107.0,18.476,49.003
TOKYO,DELHI,2699.0,2084.0,2864.723,1792.124
TORONTO,DELHI,33365.0,42578.0,412.78630000000004,590.5835999999999
TURKMENABAT,DELHI,129.0,5.0,0.0,0.0
Vancouver,DELHI,14989.0,18786.0,104.44539999999999,329.7588
WARSAW,DELHI,0.0,0.0,281.665,636.475
"WASHINGTON, DC",DELHI,7629.0,7417.0,98.56279999999998,62.9451
ZARAGOZA,DELHI,0.0,0.0,0.0,47.272
ZURICH,DELHI,0.0,0.0,236.0764,373.466
ZURICH,MUMBAI,0.0,0.0,864.524,1173.316
