CITY 1,CITY 2,PASSENGERS TO CITY 2,PASSENGERS FROM CITY 2,FREIGHT TO CITY 2,FREIGHT FROM CITY 2
JEDDAH,KOCHI,0.0,810.0,0.0,0.0
JEDDAH,KOZHIKODE,8649.0,3517.0,0.398,2.815
JEDDAH,LUCKNOW,304.0,0.0,0.0,0.0
JEDDAH,MUMBAI,947.0,7584.0,0.0955,17.732
KARAGANDY,DELHI,0.0,222.0,0.0,6.439
KATHMANDU,DELHI,31046.0,34307.0,65.474,167.881
KATHMANDU,MUMBAI,82.0,93.0,0.0,0.0
Kaunas,MUMBAI,0.0,0.0,0.0,37.39986999999999
KHIMKI,DELHI,4611.0,5120.0,93.8072,165.3985
KHIMKI,GOA,510.0,0.0,0.0,0.0
KIGALI,MUMBAI,5071.0,5226.0,0.0,0.0
KUALALUMPUR,BENGALURU,1053.0,0.0,1446.163,805.122
KUALALUMPUR,CHENNAI,2650.0,2083.0,1661.305,534.35
KUALALUMPUR,DELHI,6725.0,1848.0,2117.245,851.369
KUALALUMPUR,HYDERABAD,1052.0,1229.0,0.0,1.373
KUALALUMPUR,KOCHI,1525.0,1276.0,0.0,4.031
KUALALUMPUR,MUMBAI,0.0,0.0,2261.136,1352.872
KUALALUMPUR,TIRUCHIRAPALLY,10112.0,4308.0,14.038,161.225
KUALALUMPUR,VIJAYAWADA,698.0,0.0,0.0,0.0
KUNMING,KOLKATA,0.0,0.0,1089.42274,537.12
KUTAISI,AMRITSAR,1366.0,672.0,0.0,0.0
KUTAISI,DELHI,3.0,723.0,0.0,0.0
KUWAIT,AHMEDABAD,11511.0,10893.0,1.004,82.4155
KUWAIT,BENGALURU,5819.0,4230.0,0.0,358.958
KUWAIT,CHENNAI,24454.0,22188.0,14.9585,950.082
KUWAIT,DELHI,36503.0,32313.0,107.994,1082.69928
KUWAIT,HYDERABAD,12822.0,13372.0,13.144,293.12390000000005
KUWAIT,KOCHI,26245.0,22496.0,14.002,954.198
KUWAIT,KOZHIKODE,7560.0,8342.0,25.51,288.396
KUWAIT,LUCKNOW,6532.0,3839.0,2.598,27.913
KUWAIT,MUMBAI,25074.0,24446.0,8.918,1281.83858
KUWAIT,TIRUCHIRAPALLY,4367.0,4425.0,4.889,70.667
KUWAIT,TRIVANDRUM,7364.0,4162.0,4.688,136.325
KUWAIT,KANNUR,4138.0,3002.0,0.52,69.879
KUWAIT,VIJAYAWADA,5682.0,422.0,1.15,0.0
KUWAIT,MANGALORE,2948.0,1267.0,1.54,46.815
LEIPZIG,BENGALURU,0.0,0.0,0.0,7088.274
LEIPZIG,DELHI,0.0,0.0,4018.087,7049.081
LIEGE,DELHI,0.0,0.0,2.822,418.4631900000001
LISBON,DELHI,0.0,0.0,0.0,220.69648999999998
LONDON,AHMEDABAD,5983.0,5791.0,138.29259999999996,66.4057
LONDON,AMRITSAR,2794.0,2900.0,0.475,85.966
LONDON,BENGALURU,8772.0,9311.0,534.1143000000001,800.8135
LONDON,CHENNAI,4492.0,4948.0,263.11109999999996,259.4293
LONDON,DELHI,63867.0,65490.0,3091.5983999999994,3709.8609000000006
LONDON,GOA,6033.0,5840.0,2.1365,262.1874
LONDON,HYDERABAD,8034.0,8655.0,207.97889999999998,346.96430000000004
LONDON,KOCHI,8232.0,8768.0,11.2271,2.417
LONDON,KOLKATA,2878.0,2788.0,31.207099999999997,97.4503
LONDON,MUMBAI,28798.0,30480.0,1616.2219000000002,2570.0341999999996
LUXEMBOURG,MUMBAI,0.0,0.0,16.225,77.947
MAASTRICHT,BENGALURU,0.0,0.0,6.943989999999999,0.0
MAASTRICHT,DELHI,0.0,0.0,9.74124,187.81633000000005
MALE,AHMEDABAD,21.0,0.0,0.0,0.0
MALE,BENGALURU,27794.0,26603.0,0.359,502.41
MALE,CHENNAI,4346.0,3923.0,0.38,36.651
MALE,DELHI,24497.0,25661.0,2.702,60.387
MALE,HYDERABAD,10560.0,10106.0,0.15,18.824
MALE,KOCHI,12419.0,10503.0,0.634,397.603
MALE,MUMBAI,29184.0,31774.0,0.198,98.78022
MALE,TRIVANDRUM,6484.0,5432.0,0.491,243.069
MALPENSA,MUMBAI,0.0,0.0,0.0,700.271
MATTALA,CHENNAI,296.0,230.0,0.0,0.0
MATTALA,SURAT,385.0,385.0,0.0,0.0
MELBOURNE,DELHI,1631.0,1727.0,11.837,13.45
Milan Bergamo ,AMRITSAR,4822.0,2565.0,0.0,0.0
MONTREAL,DELHI,6546.0,7476.0,33.024,39.206
MOSCOW,DELHI,8495.0,8878.0,96.153,445.513
MUENCHEN,DELHI,0.0,0.0,51.788,176.41146000000003
MUSCAT,AHMEDABAD,3702.0,5857.0,0.722,5.737
MUSCAT,BENGALURU,4124.0,3077.0,10.987,35.081
MUSCAT,CHENNAI,8952.0,9923.0,87.854,201.36720000000003
MUSCAT,DELHI,23727.0,25084.0,152.9335,502.7734
MUSCAT,HYDERABAD,14464.0,15406.0,12.681,177.379
MUSCAT,KOCHI,18240.0,20003.0,358.1,475.215
MUSCAT,KOZHIKODE,3917.0,4046.0,11.3,0.0
MUSCAT,LUCKNOW,1795.0,1721.0,0.0,6.673
MUSCAT,MUMBAI,20586.0,25438.0,891.999,1656.42244
MUSCAT,TIRUCHIRAPALLY,1865.0,2115.0,0.0,6.961
MUSCAT,TRIVANDRUM,8628.0,9495.0,3.57,132.875
MUSCAT,KANNUR,6192.0,6381.0,0.158,31.837
MUSCAT,VIJAYAWADA,1947.0,753.0,0.0,0.0
MUSCAT,MANGALORE,2949.0,4056.0,0.0,3.351
NAIROBI,AHMEDABAD,3143.0,2854.0,0.0,20.723200000000002
NAIROBI,DELHI,1113.0,1206.0,0.0,47.8962
NAIROBI,MUMBAI,6451.0,6574.0,0.06,65.0363
NARITA,DELHI,4509.0,3487.0,310.58009999999996,102.1604
NEW YORK,DELHI,12258.0,9682.0,361.75359999999995,222.3991
NEWARK,DELHI,43952.0,38123.0,555.22487,1358.25915
NEWARK,MUMBAI,30179.0,26357.0,294.27709999999996,567.0843000000001
OSH,DELHI,0.0,1323.0,0.0,0.0
OSH,MUMBAI,0.0,276.0,0.0,0.0
PARIS,BENGALURU,10364.0,9370.0,609.106,838.832
PARIS,CHENNAI,3010.0,2880.0,95.6,139.914
PARIS,DELHI,28721.0,27071.0,1470.8104999999998,2323.168
PARIS,MUMBAI,6889.0,6917.0,610.698,1689.413
PARO,DELHI,1546.0,1569.0,0.892,11.997
PARO,KOLKATA,721.0,537.0,0.0,8.7996
PHUKET,DELHI,930.0,1116.0,0.0,0.0
PORT LOUIS,MUMBAI,3333.0,3468.0,30.442,611.439
RANGOON,CHENNAI,103.0,0.0,0.0,0.0
RANGOON,DELHI,1197.0,855.0,187.43437,40.725199999999994
RANGOON,KOLKATA,137.0,87.0,187.34541000000002,726.14107
RANGOON,MUMBAI,0.0,0.0,0.0,39.066
RANGOON,VISAKHAPATNAM,97.0,0.0,0.0,0.0
RAS AL-KHAIMAH,AMRITSAR,0.0,554.0,0.0,0.0
RAS AL-KHAIMAH,BENGALURU,159.0,163.0,1.068,0.0
RAS AL-KHAIMAH,CHENNAI,610.0,609.0,4.596,0.0
RAS AL-KHAIMAH,DELHI,9068.0,52248.0,11.423,0.0
RAS AL-KHAIMAH,KOCHI,57.0,0.0,0.0,0.0
RAS AL-KHAIMAH,KOZHIKODE,2427.0,9224.0,27.658,76.115
RAS AL-KHAIMAH,LUCKNOW,0.0,934.0,0.0,0.0
RAS AL-KHAIMAH,MUMBAI,6014.0,13127.0,0.0,264.0
RAS AL-KHAIMAH,SURAT,168.0,338.0,0.0,0.0
RIGA,DELHI,0.0,0.0,0.0,160.61632
RIYADH,AHMEDABAD,150.0,0.0,0.0,0.0
RIYADH,DELHI,7216.0,7002.0,2.751,53.1454
RIYADH,HYDERABAD,2333.0,3989.0,0.125,10.806
RIYADH,KOCHI,3765.0,14964.0,0.375,48.051
RIYADH,KOZHIKODE,5957.0,4279.0,0.375,50.845
RIYADH,LUCKNOW,16884.0,733.0,0.125,0.0
RIYADH,MUMBAI,2036.0,3616.0,0.875,27.969199999999997
RIYADH,TRIVANDRUM,2653.0,652.0,0.5,17.56
RIYADH,KANNUR,886.0,217.0,0.0,0.0
ROME,AMRITSAR,2956.0,2402.0,0.0,0.0
ROME,DELHI,668.0,277.0,19.584799999999998,38.5732
SALALAH,KOCHI,1180.0,2073.0,0.0,0.0
SALALAH,KOZHIKODE,1085.0,2227.0,0.325,0.0
SALALAH,TRIVANDRUM,1298.0,0.0,0.0,0.0
SALALAH,KANNUR,1201.0,0.0,0.0,0.0
SAN FRANCISCO,BENGALURU,2796.0,1905.0,21.278,71.409
SAN FRANCISCO,DELHI,36230.0,32785.0,337.05346000000003,1330.2204700000002
SEOUL,CHENNAI,822.0,657.0,0.0,0.0
SEOUL,DELHI,672.0,649.0,741.9759,272.82939999999996
SEYCHELLES,CHENNAI,183.0,228.0,0.0,0.0
SEYCHELLES,MUMBAI,1164.0,1916.0,0.0,0.0
SHARJAH,AHMEDABAD,15260.0,18722.0,0.306,238.08
SHARJAH,AMRITSAR,19526.0,25959.0,0.3,41.765
SHARJAH,BENGALURU,20197.0,19566.0,2.606,176.278
SHARJAH,CHENNAI,36786.0,45663.0,17.89,393.039
SHARJAH,COIMBATORE,11746.0,13016.0,1.75,144.505
SHARJAH,DELHI,96507.0,123740.0,178.21638000000002,2095.886
SHARJAH,GOA,11284.0,9860.0,5.847,1.664
SHARJAH,HYDERABAD,41812.0,46552.0,2.658,322.339
SHARJAH,JAIPUR,14677.0,16134.0,0.0,0.015
SHARJAH,KOCHI,78406.0,112759.0,499.08029,1383.454
SHARJAH,KOZHIKODE,61126.0,95731.0,218.183,1302.65
SHARJAH,LUCKNOW,19670.0,23340.0,0.0,235.761
SHARJAH,MUMBAI,75034.0,98142.0,9.44633,940.9588999999999
SHARJAH,TIRUCHIRAPALLY,12207.0,18734.0,0.69,135.243
SHARJAH,TRIVANDRUM,55134.0,64991.0,1.26,953.7
SHARJAH,KANNUR,37985.0,45560.0,0.7,134.27
SHARJAH,MANGALORE,5863.0,7981.0,0.0,3.898
SHARJAH,VARANASI,10239.0,10862.0,0.1,51.426
SHARJAH,SURAT,2248.0,2931.0,0.0,0.0
SHARJAH,CHANDIGARH,3117.0,4192.0,0.0,0.0
SHARJAH,NAGPUR,1360.0,1388.0,0.1,7.838
SHARJAH,SRINAGAR,1519.0,6590.0,0.0,0.0
Shymkent,DELHI,0.0,639.0,0.0,0.0
SINGAPORE,AHMEDABAD,553.0,283.0,49.0379,0.0
SINGAPORE,BENGALURU,4293.0,3921.0,811.33182,786.4503300000001
SINGAPORE,CHENNAI,16971.0,23992.0,689.06733,1158.3500900000001
SINGAPORE,COIMBATORE,19.0,35.0,0.0,0.003
SINGAPORE,DELHI,11210.0,11947.0,1122.4701,631.8784499999999
SINGAPORE,HYDERABAD,3382.0,1436.0,9.7754,24.529510000000002
SINGAPORE,KOCHI,2220.0,1242.0,3.082,20.078
SINGAPORE,KOLKATA,2565.0,916.0,1.806,121.55740000000002
SINGAPORE,KOZHIKODE,57.0,38.0,0.0,0.0
SINGAPORE,MUMBAI,7778.0,10472.0,696.86496,439.37550000000005
SINGAPORE,TIRUCHIRAPALLY,16023.0,8322.0,0.844,426.251
SINGAPORE,TRIVANDRUM,30.0,17.0,0.0,1.365
SINGAPORE,VIJAYAWADA,280.0,0.0,0.0,0.0
SINGAPORE,VISAKHAPATNAM,39.0,26.0,0.0,0.0
STUTTGART,DELHI,0.0,0.0,17.3155,98.91426999999999
SYDNEY,DELHI,4829.0,4431.0,79.1274,89.3601
TAIPAE,DELHI,0.0,0.0,59.704,21.638
Tallinn,DELHI,0.0,0.0,0.0,41.14301
TASHKENT,DELHI,3396.0,3266.0,62.112,184.508
TBILISI,AMRITSAR,430.0,238.0,0.0,0.0
TBILISI,DELHI,35.0,958.0,0.0,0.0
TBILISI,MUMBAI,2.0,179.0,0.0,0.0
TEHRAN,DELHI,824.0,1441.0,40.879,143.176
TEHRAN,MUMBAI,400.0,646.0,1.331,17.141
TELAVIV,DELHI,2200.0,2761.0,266.7585,149.52089999999998
TELAVIV,MUMBAI,0.0,0.0,115.381,337.329
TOKYO,DELHI,5884.0,6787.0,1527.382,1859.795
TORONTO,DELHI,58698.0,62989.0,619.1885,444.8126
Vancouver,DELHI,32843.0,38696.0,67.0684,471.55269999999996
WARSAW,DELHI,0.0,0.0,465.316,1285.857
"WASHINGTON, DC",DELHI,6401.0,5609.0,78.014,71.0063
WUHAN,CHENNAI,0.0,0.0,21.158,0.0
WUHAN,KOLKATA,0.0,0.0,2441.65015,30.886
ZURICH,MUMBAI,0.0,0.0,740.587,1006.727
